,İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Yapı Tipi,Net Metrekare,Brüt Metrekare,Salon Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Aidat,Kira Getirisi,Banyo Sayısı,WC Sayısı,Site İçerisinde,Eşya Durumu,Kullanım Durumu,Fiyat Durumu,Yapı Durumu,Krediye Uygunluk,Yatırıma Uygunluk,Takas,Fiyat
811,9098616,06 Ocak 2021,06 Ocak 2021,Konut,Satılık,Betonarme,48 m2,70 m2,Belirtilmemiş,1+1,2,17. Kat,22,Merkezi (Pay Ölçer),420 TL,Belirtilmemiş,1,1,Hayır,Boş,Kiracı Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"630,000TL"
812,9098580,06 Ocak 2021,06 Ocak 2021,Konut,Satılık,Betonarme,70 m2,100 m2,Belirtilmemiş,2+1,2,11. Kat,22,Merkezi (Pay Ölçer),440 TL,Belirtilmemiş,2,2,Hayır,Boş,Kiracı Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"850,000TL"
813,9098647,06 Ocak 2021,06 Ocak 2021,Konut,Satılık,Betonarme,50 m2,76 m2,Belirtilmemiş,1+1,2,5. Kat,22,Merkezi (Pay Ölçer),410 TL,2.100 TL,1,1,Hayır,Boş,Kiracı Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"640,000TL"
814,9097240,06 Ocak 2021,15 Şubat 2021,Konut,Satılık,Belirtilmemiş,50 m2,70 m2,Belirtilmemiş,1+1,5-10,1. Kat,18,Merkezi (Pay Ölçer),400 TL,3.250 TL,1,1,Evet,Belirtilmemiş,Kiracı Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Belirtilmemiş,"745,000TL"
815,9095289,05 Ocak 2021,18 Şubat 2021,Konut,Satılık,Betonarme,118 m2,150 m2,Belirtilmemiş,3+1,20 Ve Üzeri,1. Kat,5,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,1,Hayır,Belirtilmemiş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"1,460,000TL"
816,9094152,05 Ocak 2021,15 Şubat 2021,Konut,Satılık,Betonarme,90 m2,115 m2,Belirtilmemiş,2+1,20 Ve Üzeri,Bahçe Katı,3,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Belirtilmemiş,Belirtilmemiş,"880,000TL"
817,9094932,05 Ocak 2021,25 Ocak 2021,Konut,Satılık,Betonarme,205 m2,220 m2,35 m2,4+2,20 Ve Üzeri,Yüksek Giriş,3,Kombi Doğalgaz,50 TL,14.000 TL,2,2,Hayır,Boş,Mal Sahibi Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"2,400,000TL"
818,9094774,05 Ocak 2021,17 Şubat 2021,Konut,Satılık,Betonarme,245 m2,285 m2,46 m2,5+1,0 (Yeni),12. Kat,12,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,3,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Yatırıma Uygun,Yok,"4,625,000TL"
819,9094264,05 Ocak 2021,11 Şubat 2021,Konut,Satılık,Betonarme,85 m2,105 m2,Belirtilmemiş,3+1,20 Ve Üzeri,Bahçe Katı,4,Kombi Doğalgaz,Belirtilmemiş,3.000 TL,1,1,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Belirtilmemiş,Belirtilmemiş,"685,000TL"
820,9092598,04 Ocak 2021,05 Ocak 2021,Konut,Satılık,Belirtilmemiş,120 m2,165 m2,Belirtilmemiş,3+1,20 Ve Üzeri,1. Kat,14,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Kiracı Oturuyor,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"998,000TL"
821,9092582,04 Ocak 2021,12 Şubat 2021,Konut,Satılık,Betonarme,120 m2,150 m2,Belirtilmemiş,3+1,20 Ve Üzeri,1. Kat,7,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Yatırıma Uygun,Yok,"1,180,000TLarrow_downward"
822,9094228,05 Ocak 2021,19 Şubat 2021,Konut,Satılık,Betonarme,240 m2,300 m2,Belirtilmemiş,3+2,11-20,10. Kat,10,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,3,Belirtilmemiş,Hayır,Boş,Mal Sahibi Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Belirtilmemiş,Belirtilmemiş,"4,195,000TLarrow_downward"
823,9092994,04 Ocak 2021,12 Şubat 2021,Konut,Satılık,Betonarme,122 m2,148 m2,42 m2,3+1,5-10,3. Kat,4,Yerden Isıtma,200 TL,Belirtilmemiş,3,3,Hayır,Eşyalı,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"5,750,000TL"
824,9093342,04 Ocak 2021,30 Ocak 2021,Konut,Satılık,Betonarme,70 m2,98 m2,30 m2,2+1,0 (Yeni),3. Kat,12,Kombi Doğalgaz,100 TL,3.500 TL,1,1,Hayır,Boş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Yatırıma Uygun,Yok,"1,225,000TLarrow_downward"
825,9092828,04 Ocak 2021,17 Şubat 2021,Konut,Satılık,Betonarme,110 m2,150 m2,Belirtilmemiş,3+1,1,13. Kat,17,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Kiracı Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"3,600,000TLarrow_downward"
826,9094284,05 Ocak 2021,15 Şubat 2021,Konut,Satılık,Betonarme,100 m2,135 m2,Belirtilmemiş,3+1,20 Ve Üzeri,3. Kat,9,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,1,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Var,"1,985,000TLarrow_downward"
827,9094188,05 Ocak 2021,15 Şubat 2021,Konut,Satılık,Betonarme,175 m2,230 m2,50 m2,4+1,2,5. Kat,14,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,1,Hayır,Boş,Kiracı Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Var,"6,150,000TLarrow_downward"
828,9095207,05 Ocak 2021,15 Şubat 2021,Konut,Satılık,Betonarme,65 m2,70 m2,22 m2,2+1,20 Ve Üzeri,Düz Giriş,6,Merkezi (Pay Ölçer),200 TL,2.000 TL,1,1,Hayır,Boş,Mal Sahibi Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"465,000TLarrow_downward"
829,9093623,05 Ocak 2021,19 Şubat 2021,Konut,Satılık,Belirtilmemiş,100 m2,135 m2,Belirtilmemiş,3+1,20 Ve Üzeri,2. Kat,7,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"920,000TLarrow_downward"
830,9092176,04 Ocak 2021,08 Ocak 2021,Konut,Satılık,Belirtilmemiş,110 m2,130 m2,Belirtilmemiş,3+1,20 Ve Üzeri,Yüksek Giriş,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Kiracı Oturuyor,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,300,000TL"
831,9091619,04 Ocak 2021,16 Şubat 2021,Konut,Satılık,Belirtilmemiş,95 m2,115 m2,Belirtilmemiş,2+1,20 Ve Üzeri,2. Kat,4,Kombi Doğalgaz,0 TL,2.300 TL,2,1,Hayır,Boş,Mal Sahibi Oturuyor,Birim Fiyat,İkinci El,Krediye Uygun,Belirtilmemiş,Yok,"650,000TL"
832,9091065,04 Ocak 2021,17 Şubat 2021,Konut,Satılık,Betonarme,120 m2,150 m2,Belirtilmemiş,4+1,20 Ve Üzeri,4. Kat,4,Kombi Doğalgaz,0 TL,0 TL,3,2,Hayır,Belirtilmemiş,Kiracı Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"950,000TL"
833,9092093,04 Ocak 2021,15 Şubat 2021,Konut,Satılık,Betonarme,110 m2,135 m2,Belirtilmemiş,3+1,20 Ve Üzeri,8. Kat,8,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Kiracı Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Belirtilmemiş,Belirtilmemiş,"785,000TL"
834,9089392,02 Ocak 2021,09 Ocak 2021,Konut,Satılık,Betonarme,120 m2,130 m2,35 m2,3+1,20 Ve Üzeri,1. Kat,6,Merkezi Doğalgaz,Belirtilmemiş,4.500 TL,2,2,Hayır,Boş,Mal Sahibi Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Var,"1,300,000TLarrow_downward"
835,9089899,03 Ocak 2021,15 Şubat 2021,Konut,Satılık,Betonarme,70 m2,90 m2,Belirtilmemiş,3+1,20 Ve Üzeri,Yüksek Giriş,7,Merkezi (Pay Ölçer),150 TL,3.000 TL,1,1,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"650,000TLarrow_downward"
836,9088002,02 Ocak 2021,12 Şubat 2021,Konut,Satılık,Betonarme,125 m2,165 m2,Belirtilmemiş,3+1,20 Ve Üzeri,8. Kat,8,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Bilinmiyor,Yok,"1,455,000TL"
837,9088000,02 Ocak 2021,12 Şubat 2021,Konut,Satılık,Betonarme,125 m2,140 m2,Belirtilmemiş,3+1,20 Ve Üzeri,3. Kat,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Bilinmiyor,Yok,"1,280,000TL"
838,9088004,02 Ocak 2021,12 Şubat 2021,Konut,Satılık,Betonarme,110 m2,150 m2,Belirtilmemiş,3+1,2,2. Kat,8,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,3,Belirtilmemiş,Hayır,Belirtilmemiş,Mal Sahibi Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Bilinmiyor,Yok,"3,000,000TL"
839,9088005,02 Ocak 2021,12 Şubat 2021,Konut,Satılık,Betonarme,125 m2,155 m2,Belirtilmemiş,3+1,20 Ve Üzeri,6. Kat,10,Merkezi Doğalgaz,400 TL,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Bilinmiyor,Yok,"1,100,000TL"
840,9092828,04 Ocak 2021,17 Şubat 2021,Konut,Satılık,Betonarme,110 m2,150 m2,Belirtilmemiş,3+1,1,13. Kat,17,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Kiracı Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"3,600,000TLarrow_downward"
841,9094284,05 Ocak 2021,15 Şubat 2021,Konut,Satılık,Betonarme,100 m2,135 m2,Belirtilmemiş,3+1,20 Ve Üzeri,3. Kat,9,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,1,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Var,"1,985,000TLarrow_downward"
842,9094188,05 Ocak 2021,15 Şubat 2021,Konut,Satılık,Betonarme,175 m2,230 m2,50 m2,4+1,2,5. Kat,14,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,1,Hayır,Boş,Kiracı Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Var,"6,150,000TLarrow_downward"
843,9095207,05 Ocak 2021,15 Şubat 2021,Konut,Satılık,Betonarme,65 m2,70 m2,22 m2,2+1,20 Ve Üzeri,Düz Giriş,6,Merkezi (Pay Ölçer),200 TL,2.000 TL,1,1,Hayır,Boş,Mal Sahibi Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"465,000TLarrow_downward"
844,9093623,05 Ocak 2021,19 Şubat 2021,Konut,Satılık,Belirtilmemiş,100 m2,135 m2,Belirtilmemiş,3+1,20 Ve Üzeri,2. Kat,7,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"920,000TLarrow_downward"
845,9092176,04 Ocak 2021,08 Ocak 2021,Konut,Satılık,Belirtilmemiş,110 m2,130 m2,Belirtilmemiş,3+1,20 Ve Üzeri,Yüksek Giriş,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Kiracı Oturuyor,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,300,000TL"
846,9091619,04 Ocak 2021,16 Şubat 2021,Konut,Satılık,Belirtilmemiş,95 m2,115 m2,Belirtilmemiş,2+1,20 Ve Üzeri,2. Kat,4,Kombi Doğalgaz,0 TL,2.300 TL,2,1,Hayır,Boş,Mal Sahibi Oturuyor,Birim Fiyat,İkinci El,Krediye Uygun,Belirtilmemiş,Yok,"650,000TL"
847,9091065,04 Ocak 2021,17 Şubat 2021,Konut,Satılık,Betonarme,120 m2,150 m2,Belirtilmemiş,4+1,20 Ve Üzeri,4. Kat,4,Kombi Doğalgaz,0 TL,0 TL,3,2,Hayır,Belirtilmemiş,Kiracı Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"950,000TL"
848,9092093,04 Ocak 2021,15 Şubat 2021,Konut,Satılık,Betonarme,110 m2,135 m2,Belirtilmemiş,3+1,20 Ve Üzeri,8. Kat,8,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Kiracı Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Belirtilmemiş,Belirtilmemiş,"785,000TL"
849,9089392,02 Ocak 2021,09 Ocak 2021,Konut,Satılık,Betonarme,120 m2,130 m2,35 m2,3+1,20 Ve Üzeri,1. Kat,6,Merkezi Doğalgaz,Belirtilmemiş,4.500 TL,2,2,Hayır,Boş,Mal Sahibi Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Var,"1,300,000TLarrow_downward"
850,9089899,03 Ocak 2021,15 Şubat 2021,Konut,Satılık,Betonarme,70 m2,90 m2,Belirtilmemiş,3+1,20 Ve Üzeri,Yüksek Giriş,7,Merkezi (Pay Ölçer),150 TL,3.000 TL,1,1,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"650,000TLarrow_downward"
851,9088002,02 Ocak 2021,12 Şubat 2021,Konut,Satılık,Betonarme,125 m2,165 m2,Belirtilmemiş,3+1,20 Ve Üzeri,8. Kat,8,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Bilinmiyor,Yok,"1,455,000TL"
852,9088000,02 Ocak 2021,12 Şubat 2021,Konut,Satılık,Betonarme,125 m2,140 m2,Belirtilmemiş,3+1,20 Ve Üzeri,3. Kat,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Bilinmiyor,Yok,"1,280,000TL"
853,9088004,02 Ocak 2021,12 Şubat 2021,Konut,Satılık,Betonarme,110 m2,150 m2,Belirtilmemiş,3+1,2,2. Kat,8,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,3,Belirtilmemiş,Hayır,Belirtilmemiş,Mal Sahibi Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Bilinmiyor,Yok,"3,000,000TL"
854,9088005,02 Ocak 2021,12 Şubat 2021,Konut,Satılık,Betonarme,125 m2,155 m2,Belirtilmemiş,3+1,20 Ve Üzeri,6. Kat,10,Merkezi Doğalgaz,400 TL,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Bilinmiyor,Yok,"1,100,000TL"
855,9088281,02 Ocak 2021,02 Ocak 2021,Konut,Satılık,Belirtilmemiş,61 m2,78 m2,Belirtilmemiş,1+1,0 (Yeni),6. Kat,23,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Kiracı Oturuyor,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"600,000TL"
856,9088006,02 Ocak 2021,12 Şubat 2021,Konut,Satılık,Betonarme,78 m2,90 m2,Belirtilmemiş,2+1,5-10,2. Kat,13,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Bilinmiyor,Yok,"1,245,000TL"
857,9088370,02 Ocak 2021,08 Ocak 2021,Konut,Satılık,Belirtilmemiş,79 m2,95 m2,Belirtilmemiş,2+1,5-10,2. Kat,13,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Kiracı Oturuyor,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,245,000TL"
858,9088008,02 Ocak 2021,12 Şubat 2021,Konut,Satılık,Betonarme,120 m2,150 m2,Belirtilmemiş,3+1,3,9. Kat,10,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Mal Sahibi Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Bilinmiyor,Yok,"2,900,000TL"
859,9088368,02 Ocak 2021,08 Ocak 2021,Konut,Satılık,Belirtilmemiş,92 m2,127 m2,Belirtilmemiş,3+1,3,4. Kat,7,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,745,000TL"
860,9087347,01 Ocak 2021,01 Ocak 2021,Konut,Satılık,Belirtilmemiş,83 m2,120 m2,Belirtilmemiş,3+1,5-10,6. Kat,6,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,595,000TL"
861,9087346,01 Ocak 2021,01 Ocak 2021,Konut,Satılık,Belirtilmemiş,75 m2,110 m2,Belirtilmemiş,2+1,0 (Yeni),8. Kat,15,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun Değil,Bilinmiyor,Yok,"1,285,000TL"
862,9088369,02 Ocak 2021,08 Ocak 2021,Konut,Satılık,Belirtilmemiş,90 m2,115 m2,Belirtilmemiş,3+1,1,1. Kat,8,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,320,000TL"
863,9086992,01 Ocak 2021,15 Şubat 2021,Konut,Satılık,Betonarme,135 m2,150 m2,28 m2,3+1,20 Ve Üzeri,7. Kat,13,Merkezi (Pay Ölçer),220 TL,3.500 TL,1,2,Hayır,Boş,Mal Sahibi Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Belirtilmemiş,Yok,"1,150,000TLarrow_downward"
864,9086750,01 Ocak 2021,01 Ocak 2021,Konut,Satılık,Belirtilmemiş,125 m2,165 m2,Belirtilmemiş,4+1,20 Ve Üzeri,8. Kat,8,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,595,000TL"
865,9086226,01 Ocak 2021,04 Ocak 2021,Konut,Satılık,Belirtilmemiş,118 m2,135 m2,Belirtilmemiş,3+1,20 Ve Üzeri,3. Kat,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,280,000TL"
866,9086225,01 Ocak 2021,04 Ocak 2021,Konut,Satılık,Belirtilmemiş,133 m2,170 m2,Belirtilmemiş,4+1,5-10,6. Kat,8,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"2,450,000TL"
867,9085992,01 Ocak 2021,02 Şubat 2021,Konut,Satılık,Belirtilmemiş,110 m2,148 m2,Belirtilmemiş,3+1,3,5. Kat,12,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Mal Sahibi Oturuyor,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"2,750,000TL"
868,9086738,01 Ocak 2021,28 Ocak 2021,Konut,Satılık,Belirtilmemiş,75 m2,95 m2,Belirtilmemiş,2+1,20 Ve Üzeri,Düz Giriş,9,Merkezi Doğalgaz,150 TL,2.250 TL,1,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Yatırıma Uygun,Yok,"550,000TL"
869,9082677,31 Aralık 2020,12 Şubat 2021,Konut,Satılık,Betonarme,107 m2,135 m2,Belirtilmemiş,3+1,5-10,1. Kat,6,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Mal Sahibi Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Bilinmiyor,Yok,"1,600,000TL"
870,9077851,29 Aralık 2020,16 Şubat 2021,Konut,Satılık,Betonarme,160 m2,210 m2,Belirtilmemiş,4+1,0 (Yeni),13. Kat,13,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Yatırıma Uygun,Yok,"3,000,000TL"
871,9080456,30 Aralık 2020,30 Aralık 2020,Konut,Satılık,Belirtilmemiş,95 m2,130 m2,Belirtilmemiş,3+1,20 Ve Üzeri,6. Kat,7,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun Değil,Bilinmiyor,Yok,"1,125,000TL"
872,9080455,30 Aralık 2020,30 Aralık 2020,Konut,Satılık,Belirtilmemiş,165 m2,200 m2,Belirtilmemiş,4+1,20 Ve Üzeri,1. Kat,6,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Mal Sahibi Oturuyor,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"3,250,000TL"
873,9078262,29 Aralık 2020,15 Şubat 2021,Konut,Satılık,Betonarme,90 m2,120 m2,Belirtilmemiş,3+1,20 Ve Üzeri,3. Kat,12,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Mal Sahibi Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Belirtilmemiş,"775,000TL"
874,9080915,30 Aralık 2020,15 Şubat 2021,Konut,Satılık,Belirtilmemiş,114 m2,150 m2,Belirtilmemiş,3+1,0 (Yeni),4. Kat,4,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Kiracı Oturuyor,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Var,"810,000TL"
875,9080906,30 Aralık 2020,15 Şubat 2021,Konut,Satılık,Belirtilmemiş,75 m2,100 m2,Belirtilmemiş,2+1,0 (Yeni),2. Kat,4,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Kiracı Oturuyor,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Var,"540,000TL"
876,9080465,30 Aralık 2020,13 Şubat 2021,Konut,Satılık,Belirtilmemiş,100 m2,110 m2,Belirtilmemiş,3+1,20 Ve Üzeri,Bahçe Katı,4,Kombi Doğalgaz,0 TL,0 TL,1,2,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Yatırıma Uygun,Belirtilmemiş,"450,000TLarrow_downward"
877,9080617,30 Aralık 2020,15 Şubat 2021,Konut,Satılık,Betonarme,90 m2,110 m2,29 m2,3+1,0 (Yeni),9. Kat,9,Kombi Doğalgaz,0 TL,4.000 TL,1,1,Hayır,Boş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Yatırıma Uygun,Yok,"1,400,000TL"
878,9080773,30 Aralık 2020,15 Şubat 2021,Konut,Satılık,Betonarme,125 m2,130 m2,35 m2,3+1,20 Ve Üzeri,6. Kat,7,Merkezi Doğalgaz,250 TL,2.500 TL,1,1,Hayır,Eşyalı,Mal Sahibi Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"800,000TL"
879,9075149,28 Aralık 2020,15 Şubat 2021,Konut,Satılık,Belirtilmemiş,121 m2,155 m2,Belirtilmemiş,3+1,20 Ve Üzeri,1. Kat,14,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Var,"1,698,000TL"
880,9076573,29 Aralık 2020,18 Şubat 2021,Konut,Satılık,Betonarme,75 m2,90 m2,25 m2,2+1,5-10,1. Kat,7,Kombi Doğalgaz,Belirtilmemiş,4.000 TL,1,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Belirtilmemiş,Yok,"1,295,000TL"
881,9076188,29 Aralık 2020,15 Şubat 2021,Konut,Satılık,Betonarme,115 m2,135 m2,35 m2,3+1,20 Ve Üzeri,2. Kat,8,Kombi Doğalgaz,Belirtilmemiş,4.000 TL,1,1,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Belirtilmemiş,Yok,"1,395,000TL"
